"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"1287","Shigella","Initial and Sequel Disease","All Ages","TotalFrictionHigh",3143922.62788097,1721651.03674514,5617086.93804538
"1288","Shigella","Initial and Sequel Disease","All Ages","TotalFrictionLow",2554179.79516886,1463612.70966047,4364868.81721977
"1289","Toxoplasma gondii","Toxoplasmosis","<5","GPSpecialist",38138.7428933834,14426.4671212868,78035.8253601484
"1290","Toxoplasma gondii","Toxoplasmosis","<5","ED",0,0,0
"1291","Toxoplasma gondii","Toxoplasmosis","<5","Medications",35249.5725487957,13250.3002589772,72284.7292718422
"1292","Toxoplasma gondii","Toxoplasmosis","<5","Tests",20726.395868975,7791.04393876475,42502.6973616754
"1293","Toxoplasma gondii","Toxoplasmosis","<5","Hospitalisation",70360.1937712564,27098.224572667,133932.117558868
"1294","Toxoplasma gondii","Toxoplasmosis","<5","Deaths",64781.5298095965,551.035645061309,662138.866904276
"1295","Toxoplasma gondii","Toxoplasmosis","<5","WTP",152115.360310523,58826.1653282023,298774.635324979
"1296","Toxoplasma gondii","Toxoplasmosis","<5","WTPOngoing",0,0,0
"1297","Toxoplasma gondii","Toxoplasmosis","<5","HumanCapital",584879.979794014,208504.563213088,1331626.28369812
"1298","Toxoplasma gondii","Toxoplasmosis","<5","FrictionHigh",467903.983835211,166803.65057047,1065301.0269585
"1299","Toxoplasma gondii","Toxoplasmosis","<5","FrictionLow",175463.993938204,62551.3689639264,399487.885109436
"1300","Toxoplasma gondii","Toxoplasmosis","<5","TotalHumanCapital",1068490.78588162,466448.224936682,2136635.73073161
"1301","Toxoplasma gondii","Toxoplasmosis","<5","TotalFrictionHigh",946904.16479664,418119.32990466,1891764.95550076
"1302","Toxoplasma gondii","Toxoplasmosis","<5","TotalFrictionLow",632963.181685651,292029.100501464,1313801.33398566
"1303","Toxoplasma gondii","Toxoplasmosis","5-64","GPSpecialist",173144.91807453,67510.3973630681,335901.176889815
"1304","Toxoplasma gondii","Toxoplasmosis","5-64","ED",0,0,0
"1305","Toxoplasma gondii","Toxoplasmosis","5-64","Medications",157889.004757402,59827.4695528307,308895.538592094
"1306","Toxoplasma gondii","Toxoplasmosis","5-64","Tests",92837.154590466,35177.9533233908,181627.485160489
"1307","Toxoplasma gondii","Toxoplasmosis","5-64","Hospitalisation",1261912.63752245,483542.263816018,2409756.34954487
"1308","Toxoplasma gondii","Toxoplasmosis","5-64","Deaths",2490233.25039692,817307.142959105,5961665.41244316
"1309","Toxoplasma gondii","Toxoplasmosis","5-64","WTP",695353.48811816,281397.757649963,1283813.46008915
"1310","Toxoplasma gondii","Toxoplasmosis","5-64","WTPOngoing",0,0,0
"1311","Toxoplasma gondii","Toxoplasmosis","5-64","HumanCapital",4173038.37179544,1740675.7415241,7536843.6424227
"1312","Toxoplasma gondii","Toxoplasmosis","5-64","FrictionHigh",3338430.69743635,1392540.59321928,6029474.91393816
"1313","Toxoplasma gondii","Toxoplasmosis","5-64","FrictionLow",1251911.51153863,522202.72245723,2261053.09272681
"1314","Toxoplasma gondii","Toxoplasmosis","5-64","TotalHumanCapital",9450612.95919225,5400220.14011876,14707952.1095546
"1315","Toxoplasma gondii","Toxoplasmosis","5-64","TotalFrictionHigh",8588299.34568417,4953636.00673947,13357683.0677841
"1316","Toxoplasma gondii","Toxoplasmosis","5-64","TotalFrictionLow",6409221.33185167,3758734.08109372,10286009.0666527
"1317","Toxoplasma gondii","Toxoplasmosis","65+","GPSpecialist",7136.69229691563,2744.29544049545,14060.910104644
"1318","Toxoplasma gondii","Toxoplasmosis","65+","ED",0,0,0
"1319","Toxoplasma gondii","Toxoplasmosis","65+","Medications",5674.72658916936,1681.9100594887,12094.3062020612
"1320","Toxoplasma gondii","Toxoplasmosis","65+","Tests",3336.68243983686,988.946281851153,7111.33100288001
"1321","Toxoplasma gondii","Toxoplasmosis","65+","Hospitalisation",422193.041495209,163158.502184275,803570.160819383
"1322","Toxoplasma gondii","Toxoplasmosis","65+","Deaths",1582988.68326278,442579.169267042,4382993.77926619
"1323","Toxoplasma gondii","Toxoplasmosis","65+","WTP",30991.1075465171,13228.1604420643,56619.380081404
"1324","Toxoplasma gondii","Toxoplasmosis","65+","WTPOngoing",0,0,0
"1325","Toxoplasma gondii","Toxoplasmosis","65+","HumanCapital",78642.5867006916,20129.2151265987,413103.532200019
"1326","Toxoplasma gondii","Toxoplasmosis","65+","FrictionHigh",62914.0693605533,16103.372101279,330482.825760015
"1327","Toxoplasma gondii","Toxoplasmosis","65+","FrictionLow",23592.7760102075,6038.76453797961,123931.059660006
"1328","Toxoplasma gondii","Toxoplasmosis","65+","TotalHumanCapital",2220148.48194929,983334.681715526,5051687.66331787
"1329","Toxoplasma gondii","Toxoplasmosis","65+","TotalFrictionHigh",2193875.38420017,967015.674227811,5017329.10545386
"1330","Toxoplasma gondii","Toxoplasmosis","65+","TotalFrictionLow",2125187.81989175,918876.598827091,4939844.48918586
"1331","Toxoplasma gondii","Toxoplasmosis","All Ages","GPSpecialist",221022.101470265,87746.6463723869,416092.054614209
"1332","Toxoplasma gondii","Toxoplasmosis","All Ages","ED",0,0,0
"1333","Toxoplasma gondii","Toxoplasmosis","All Ages","Medications",201314.640874255,77614.7438771727,382210.750336367
"1334","Toxoplasma gondii","Toxoplasmosis","All Ages","Tests",118370.994008632,45636.6926050098,224736.095902535
"1335","Toxoplasma gondii","Toxoplasmosis","All Ages","Hospitalisation",1785926.75958832,935240.801832218,2970539.48379749
"1336","Toxoplasma gondii","Toxoplasmosis","All Ages","Deaths",4542008.22406411,2074227.07565699,8805455.07989798
"1337","Toxoplasma gondii","Toxoplasmosis","All Ages","WTP",881760.717895129,358040.296759864,1625777.14360142
"1338","Toxoplasma gondii","Toxoplasmosis","All Ages","WTPOngoing",0,0,0
"1339","Toxoplasma gondii","Toxoplasmosis","All Ages","HumanCapital",4929148.38483542,2043131.05520812,8899212.10156867
"1340","Toxoplasma gondii","Toxoplasmosis","All Ages","FrictionHigh",3943318.70786834,1634504.8441665,7119369.68125493
"1341","Toxoplasma gondii","Toxoplasmosis","All Ages","FrictionLow",1478744.51545063,612939.316562437,2669763.6304706
"1342","Toxoplasma gondii","Toxoplasmosis","All Ages","TotalHumanCapital",13091395.7276726,8069837.74564211,19476109.2900046
"1343","Toxoplasma gondii","Toxoplasmosis","All Ages","TotalFrictionHigh",12081652.1356045,7535976.57051354,17913030.1431833
"1344","Toxoplasma gondii","Toxoplasmosis","All Ages","TotalFrictionLow",9505758.82628167,6064400.56936139,14283030.4935835
"1345","Toxoplasma gondii","Initial and Sequel Disease","<5","GPSpecialist",38138.7428933834,14426.4671212868,78035.8253601484
"1346","Toxoplasma gondii","Initial and Sequel Disease","<5","ED",0,0,0
"1347","Toxoplasma gondii","Initial and Sequel Disease","<5","Medications",35249.5725487957,13250.3002589772,72284.7292718422
"1348","Toxoplasma gondii","Initial and Sequel Disease","<5","Tests",20726.395868975,7791.04393876475,42502.6973616754
"1349","Toxoplasma gondii","Initial and Sequel Disease","<5","Hospitalisation",70360.1937712564,27098.224572667,133932.117558868
"1350","Toxoplasma gondii","Initial and Sequel Disease","<5","Deaths",64781.5298095965,551.035645061309,662138.866904276
"1351","Toxoplasma gondii","Initial and Sequel Disease","<5","WTP",152115.360310523,58826.1653282023,298774.635324979
"1352","Toxoplasma gondii","Initial and Sequel Disease","<5","WTPOngoing",0,0,0
"1353","Toxoplasma gondii","Initial and Sequel Disease","<5","HumanCapital",584879.979794014,208504.563213088,1331626.28369812
"1354","Toxoplasma gondii","Initial and Sequel Disease","<5","FrictionHigh",467903.983835211,166803.65057047,1065301.0269585
"1355","Toxoplasma gondii","Initial and Sequel Disease","<5","FrictionLow",175463.993938204,62551.3689639264,399487.885109436
"1356","Toxoplasma gondii","Initial and Sequel Disease","<5","TotalHumanCapital",1068490.78588162,466448.224936682,2136635.73073161
"1357","Toxoplasma gondii","Initial and Sequel Disease","<5","TotalFrictionHigh",946904.16479664,418119.32990466,1891764.95550076
"1358","Toxoplasma gondii","Initial and Sequel Disease","<5","TotalFrictionLow",632963.181685651,292029.100501464,1313801.33398566
"1359","Toxoplasma gondii","Initial and Sequel Disease","5-64","GPSpecialist",173144.91807453,67510.3973630681,335901.176889815
"1360","Toxoplasma gondii","Initial and Sequel Disease","5-64","ED",0,0,0
"1361","Toxoplasma gondii","Initial and Sequel Disease","5-64","Medications",157889.004757402,59827.4695528307,308895.538592094
"1362","Toxoplasma gondii","Initial and Sequel Disease","5-64","Tests",92837.154590466,35177.9533233908,181627.485160489
"1363","Toxoplasma gondii","Initial and Sequel Disease","5-64","Hospitalisation",1261912.63752245,483542.263816018,2409756.34954487
"1364","Toxoplasma gondii","Initial and Sequel Disease","5-64","Deaths",2490233.25039692,817307.142959105,5961665.41244316
"1365","Toxoplasma gondii","Initial and Sequel Disease","5-64","WTP",695353.48811816,281397.757649963,1283813.46008915
"1366","Toxoplasma gondii","Initial and Sequel Disease","5-64","WTPOngoing",0,0,0
"1367","Toxoplasma gondii","Initial and Sequel Disease","5-64","HumanCapital",4173038.37179544,1740675.7415241,7536843.6424227
"1368","Toxoplasma gondii","Initial and Sequel Disease","5-64","FrictionHigh",3338430.69743635,1392540.59321928,6029474.91393816
"1369","Toxoplasma gondii","Initial and Sequel Disease","5-64","FrictionLow",1251911.51153863,522202.72245723,2261053.09272681
"1370","Toxoplasma gondii","Initial and Sequel Disease","5-64","TotalHumanCapital",9450612.95919225,5400220.14011876,14707952.1095546
"1371","Toxoplasma gondii","Initial and Sequel Disease","5-64","TotalFrictionHigh",8588299.34568417,4953636.00673947,13357683.0677841
"1372","Toxoplasma gondii","Initial and Sequel Disease","5-64","TotalFrictionLow",6409221.33185167,3758734.08109372,10286009.0666527
"1373","Toxoplasma gondii","Initial and Sequel Disease","65+","GPSpecialist",7136.69229691563,2744.29544049545,14060.910104644
"1374","Toxoplasma gondii","Initial and Sequel Disease","65+","ED",0,0,0
"1375","Toxoplasma gondii","Initial and Sequel Disease","65+","Medications",5674.72658916936,1681.9100594887,12094.3062020612
"1376","Toxoplasma gondii","Initial and Sequel Disease","65+","Tests",3336.68243983686,988.946281851153,7111.33100288001
"1377","Toxoplasma gondii","Initial and Sequel Disease","65+","Hospitalisation",422193.041495209,163158.502184275,803570.160819383
"1378","Toxoplasma gondii","Initial and Sequel Disease","65+","Deaths",1582988.68326278,442579.169267042,4382993.77926619
"1379","Toxoplasma gondii","Initial and Sequel Disease","65+","WTP",30991.1075465171,13228.1604420643,56619.380081404
"1380","Toxoplasma gondii","Initial and Sequel Disease","65+","WTPOngoing",0,0,0
"1381","Toxoplasma gondii","Initial and Sequel Disease","65+","HumanCapital",78642.5867006916,20129.2151265987,413103.532200019
"1382","Toxoplasma gondii","Initial and Sequel Disease","65+","FrictionHigh",62914.0693605533,16103.372101279,330482.825760015
"1383","Toxoplasma gondii","Initial and Sequel Disease","65+","FrictionLow",23592.7760102075,6038.76453797961,123931.059660006
"1384","Toxoplasma gondii","Initial and Sequel Disease","65+","TotalHumanCapital",2220148.48194929,983334.681715526,5051687.66331787
"1385","Toxoplasma gondii","Initial and Sequel Disease","65+","TotalFrictionHigh",2193875.38420017,967015.674227811,5017329.10545386
"1386","Toxoplasma gondii","Initial and Sequel Disease","65+","TotalFrictionLow",2125187.81989175,918876.598827091,4939844.48918586
"1387","Toxoplasma gondii","Initial and Sequel Disease","All Ages","GPSpecialist",221022.101470265,87746.6463723869,416092.054614209
"1388","Toxoplasma gondii","Initial and Sequel Disease","All Ages","ED",0,0,0
"1389","Toxoplasma gondii","Initial and Sequel Disease","All Ages","Medications",201314.640874255,77614.7438771727,382210.750336367
"1390","Toxoplasma gondii","Initial and Sequel Disease","All Ages","Tests",118370.994008632,45636.6926050098,224736.095902535
"1391","Toxoplasma gondii","Initial and Sequel Disease","All Ages","Hospitalisation",1785926.75958832,935240.801832218,2970539.48379749
"1392","Toxoplasma gondii","Initial and Sequel Disease","All Ages","Deaths",4542008.22406411,2074227.07565699,8805455.07989798
"1393","Toxoplasma gondii","Initial and Sequel Disease","All Ages","WTP",881760.717895129,358040.296759864,1625777.14360142
"1394","Toxoplasma gondii","Initial and Sequel Disease","All Ages","WTPOngoing",0,0,0
"1395","Toxoplasma gondii","Initial and Sequel Disease","All Ages","HumanCapital",4929148.38483542,2043131.05520812,8899212.10156867
"1396","Toxoplasma gondii","Initial and Sequel Disease","All Ages","FrictionHigh",3943318.70786834,1634504.8441665,7119369.68125493
"1397","Toxoplasma gondii","Initial and Sequel Disease","All Ages","FrictionLow",1478744.51545063,612939.316562437,2669763.6304706
"1398","Toxoplasma gondii","Initial and Sequel Disease","All Ages","TotalHumanCapital",13091395.7276726,8069837.74564211,19476109.2900046
"1399","Toxoplasma gondii","Initial and Sequel Disease","All Ages","TotalFrictionHigh",12081652.1356045,7535976.57051354,17913030.1431833
"1400","Toxoplasma gondii","Initial and Sequel Disease","All Ages","TotalFrictionLow",9505758.82628167,6064400.56936139,14283030.4935835
"1401","Listeria monocytogenes","Listeriosis","<5","GPSpecialist",2009.95296164232,981.439831246516,3237.05998257068
"1402","Listeria monocytogenes","Listeriosis","<5","ED",3344.43637816117,1680.1128311667,5028.80779944023
"1403","Listeria monocytogenes","Listeriosis","<5","Medications",110.0251868058,55.2723111466614,165.437596946631
"1404","Listeria monocytogenes","Listeriosis","<5","Tests",204.844427899884,102.905755347878,308.011018963137
"1405","Listeria monocytogenes","Listeriosis","<5","Hospitalisation",336177.309333568,168882.211258857,505487.587149432
"1406","Listeria monocytogenes","Listeriosis","<5","Deaths",14401761.3909478,7923123.67582147,24369751.2635068
"1407","Listeria monocytogenes","Listeriosis","<5","WTP",6273.33349058849,3139.35072280459,9493.03982325807
"1408","Listeria monocytogenes","Listeriosis","<5","WTPOngoing",0,0,0
"1409","Listeria monocytogenes","Listeriosis","<5","HumanCapital",26899.3003883581,13513.1467971701,40446.6990240177
"1410","Listeria monocytogenes","Listeriosis","<5","FrictionHigh",21519.4403106865,10810.5174377361,32357.3592192142
"1411","Listeria monocytogenes","Listeriosis","<5","FrictionLow",8069.79011650744,4053.94403915102,12134.0097072053
"1412","Listeria monocytogenes","Listeriosis","<5","TotalHumanCapital",14784820.4980688,8309327.41623958,24763006.4635491
"1413","Listeria monocytogenes","Listeriosis","<5","TotalFrictionHigh",14780093.9187552,8302564.27292343,24756611.2030868
"1414","Listeria monocytogenes","Listeriosis","<5","TotalFrictionLow",14767049.8635722,8288766.05747068,24742046.3484281
"1415","Listeria monocytogenes","Listeriosis","5-64","GPSpecialist",6034.17378520792,2942.38697910869,9719.02628412429
"1416","Listeria monocytogenes","Listeriosis","5-64","ED",10033.3091344835,5040.33849350009,15086.4233983207
"1417","Listeria monocytogenes","Listeriosis","5-64","Medications",330.075560417401,165.816933439984,496.312790839892
"1418","Listeria monocytogenes","Listeriosis","5-64","Tests",614.533283699651,308.717266043633,924.033056889411
"1419","Listeria monocytogenes","Listeriosis","5-64","Hospitalisation",1008531.9280007,506646.633776572,1516462.7614483
"1420","Listeria monocytogenes","Listeriosis","5-64","Deaths",21683332.5882296,12806992.6822143,34555683.5092349
"1421","Listeria monocytogenes","Listeriosis","5-64","WTP",18820.0004717655,9418.05216841378,28479.1194697742
"1422","Listeria monocytogenes","Listeriosis","5-64","WTPOngoing",0,0,0
"1423","Listeria monocytogenes","Listeriosis","5-64","HumanCapital",88583.4926900713,44500.8503286223,133197.139539073
"1424","Listeria monocytogenes","Listeriosis","5-64","FrictionHigh",70866.794152057,35600.6802628978,106557.711631259
